team,FGA_2,FGM_2,FGR_2,FGR_3,FGA_3,FGM_3,FTA,FTM,FTR,AST,BLK,STL,TOV,TOV_team,DREB,OREB,F_tech,F_personal,team_score,opponent_team_score,point_diff,largest_lead,notD1_incomplete,OT_length_min_tot,rest_days,attendance,tz_dif_H_E,prev_game_dist,home_away,home_away_NS,travel_dist,min,max,offense_weighted_sum,defense_weighted_sum,extra_weighted_sum,offense_weighted_sum_scaled,defense_weighted_sum_scaled,extra_weighted_sum_scaled
michigan_state_spartans,58.79310345,25.31034483,0.43082377,0.347984307,18.65517241,6.620689655,17.72413793,12.89655172,0.72762646,17.13793103,3.413793103,7.275862069,14.89655172,0.724137931,25.27586207,11.72413793,0.103448276,16.55172414,70.13793103,66.51724138,3.62068965,12.82758621,,,4.107142857,3356.538462,0.0,496.5357143,,0.137931035,322.0344828,0.0,3356.538462,7.643789181421468,11.149339586301995,,50.81971628041027,65.10157965453755,
iowa_hawkeyes,61.43333333,31.0,0.504844226,0.346960256,20.9,7.333333333,18.03333333,15.16666667,0.84103512,19.46666667,3.2,7.0,14.86666667,0.333333333,29.66666667,8.733333333,0.1,15.63333333,84.5,70.83333333,13.66666667,19.9,,5.0,4.034482759,6158.035714,0.0,460.1034483,,0.1,569.3333333,0.0,6158.035714,10.621714980676146,13.171453102014908,41.194850682055254,70.4562595275684,81.25529621245298,32.06232218176253
northwestern_wildcats,61.66666667,24.0,0.391513302,0.312076831,19.51851852,6.037037037,18.03703704,12.66666667,0.70225873,14.51851852,4.925925926,10.0,13.77777778,0.333333333,24.18518519,12.55555556,0.037037037,16.2962963,66.7037037,63.2962963,3.4074074,12.14814815,,5.0,4.384615385,1954.26087,-0.12,514.8076923,,0.074074074,578.1481481,-0.12,1954.26087,7.0959588919404295,11.5463305201151,45.32025502246768,47.20730485827545,68.27295404625568,36.46213337136517
wisconsin_badgers,54.17241379,21.5862069,0.399017465,0.31330677,19.34482759,6.137931034,11.93103448,8.586206897,0.719653179394717,13.13793103,2.586206897,6.689655172,15.20689655,0.689655172,20.93103448,8.793103448,0.0,15.4137931,57.89655172,67.17241379,-9.27586207,5.689655172,,5.0,4.0,2722.357143,0.0,450.9642857,,0.103448276,309.4482759,0.0,2722.357143,4.238318996486715,9.13865858545383,37.92415255849861,28.363930921313788,49.03919209632179,28.57406914899478
vanderbilt_commodores,59.25,23.53125,0.398119191,0.312945351,17.3125,5.4375,14.96875,10.21875,0.68267,13.03125,1.875,10.71875,17.03125,0.8125,21.84375,13.75,0.09375,16.375,62.71875,62.53125,0.1875,12.59375,,5.0,3.677419355,3024.0,-0.09375,564.2580645,,0.15625,461.3125,-0.09375,3024.0,7.028700814582772,10.305080812500002,47.16535874090887,46.76380282572484,58.35719224623593,38.42996665908684
maryland_terrapins,71.77777778,32.77777778,0.455889367,0.37022633,18.22222222,6.888888889,16.77777778,12.77777778,0.7615894,17.11111111,2.777777778,8.888888889,10.22222222,0.222222222,27.11111111,16.88888889,0.333333333,15.88888889,85.22222222,61.77777778,23.44444444,29.44444444,,,4.125,4556.875,0.0,316.125,,0.444444444,112.7777778,0.0,4556.875,14.349369249013627,12.392073666059366,,95.03653760870219,75.0291994074696,
rutgers_scarlet_knights,54.25806452,22.03225806,0.40541524,0.286285372,14.22580645,4.193548387,15.12903226,10.16129032,0.67164179,12.09677419,3.580645161,8.451612903,18.48387097,1.387096774,24.64516129,12.67741935,0.096774194,16.96774194,58.41935484,60.0,-1.58064516,9.096774194,,5.0,3.8,1659.814815,-0.064516129,722.1,,0.193548387,652.0645161,-0.064516129,1659.814815,5.549174844340503,11.110212418403787,60.21070692228966,37.00775863307662,64.78901105983192,52.343043818200776
ecclesia_royals,45.0,10.0,0.222222222,0.153846154,13.0,2.0,25.0,17.0,0.68,6.0,0.0,6.0,27.0,0.0,20.0,4.0,0.0,7.0,39.0,108.0,-69.0,5.0,True,,,,,,away,0.0,,0.0,108.0,2.614340436858792,9.559531,,17.65536147792047,52.40134443781751,
philander_smith_panthers,57.0,20.0,0.350877193,0.142857143,14.0,2.0,17.0,7.0,0.411764705882353,9.0,1.0,10.0,16.0,0.0,28.0,10.0,0.0,13.0,49.0,56.0,-7.0,4.0,True,,,,,,away,0.0,,0.0,57.0,3.2023947549904004,13.319491999999999,,21.533011502833617,82.4379095420287,
taylor_trojans,59.0,22.0,0.372881356,0.269230769,26.0,7.0,12.0,10.0,0.833333333333333,13.0,3.0,6.0,23.0,1.0,32.0,13.0,0.0,10.0,61.0,72.0,-11.0,5.0,True,,,,,,away,0.0,,0.0,72.0,4.102512172759144,14.828944,,27.468416141176192,94.49621367594972,
illinois_fighting_illini,59.59259259,23.7037037,0.39895112,0.317915404,18.2962963,5.814814815,16.88888889,11.14814815,0.66008772,12.55555556,3.407407407,6.703703704,16.81481481,0.37037037,24.96296296,11.74074074,0.074074074,15.33333333,64.37037037,74.44444444,-10.07407407,7.37037037,,,4.384615385,2077.347826,0.115384615,345.8846154,,0.259259259,235.8888889,0.074074074,2077.347826,4.9476562702489755,11.05764136958605,,33.041324849846205,64.36904560529379,
michigan_wolverines,58.33333333,26.7037037,0.459305024,0.315268086,14.74074074,4.703703704,20.14814815,15.14814815,0.75183824,13.81481481,2.555555556,6.777777778,15.85185185,0.592592593,27.03703704,12.85185185,0.111111111,16.03703704,73.25925926,61.59259259,11.66666667,20.37037037,,5.0,4.423076923,3905.0,0.115384615,492.5384615,,0.185185185,333.8148148,0.111111111,3905.0,10.203168965835136,11.79830314912816,41.3625876466343,67.69635297670398,70.28584521077306,32.24121639739985
san_diego_state_aztecs,60.64516129,23.70967742,0.392790651,0.347362814,17.83870968,6.064516129,13.67741935,9.161290323,0.669811321022339,11.90322581,2.096774194,7.193548387,12.87096774,0.741935484,26.90322581,10.93548387,0.161290323,16.87096774,62.64516129,63.74193548,-1.09677419,8.935483871,,,3.933333333,911.962963,-0.206896552,438.6551724,,0.064516129,391.3666667,-0.206896552,911.962963,5.559436417498515,11.656216743843867,,37.075423792884024,69.1507835538184,
colorado_state_rams,60.4375,25.34375,0.418592134,0.345846999,21.65625,7.5625,14.125,10.9375,0.774336283185841,14.3125,3.125,4.6875,9.5625,0.34375,30.71875,7.0625,0.03125,11.65625,69.1875,62.71875,6.46875,14.0,,5.0,3.870967742,1091.666667,-0.166666667,569.9285714,,0.09375,468.5666667,-0.166666667,1091.666667,7.790906108221994,13.68667075,47.7477652615875,51.78981026201,85.37112837840968,39.05111273717605
boise_state_broncos,59.4137931,23.48275862,0.393797844,0.259526761,15.17241379,4.068965517,17.20689655,11.03448276,0.64128257,13.68965517,3.862068966,5.586206897,16.06896552,0.482758621,27.34482759,12.89655172,0.0,16.62068966,62.06896552,65.17241379,-3.10344827,10.06896552,,5.0,4.035714286,862.8461538,-0.037037037,572.8333333,,0.0,471.8518519,-0.037037037,862.8461538,6.2068154664959465,11.70738027698141,48.10001844542561,41.34426309577191,69.55950502567603,39.426796517949185
unlv_lady_rebels,60.84375,27.53125,0.45357862,0.359029573,18.25,6.53125,18.875,13.96875,0.740066225165563,15.15625,2.03125,6.96875,14.125,0.28125,28.4375,11.8125,0.28125,13.96875,75.5625,64.46875,11.09375,16.375,,,3.870967742,952.7037037,0.0,486.7096774,,0.1875,344.1875,0.0,952.7037037,8.850018062603327,12.72925175,,58.77363024200964,77.72275699224139,
fresno_state_bulldogs,60.5862069,25.27586207,0.419442252,0.361812295,20.62068966,7.482758621,15.24137931,11.31034483,0.74208145,13.0,2.24137931,6.413793103,11.65517241,0.655172414,26.24137931,9.75862069,0.137931035,14.44827586,69.34482759,69.13793103,0.20689656,11.03448276,,5.0,4.107142857,1039.791667,0.0,398.75,,-0.103448276,345.7777778,-0.103448276,1039.791667,6.480194756153816,11.56110603448169,34.69558151955884,43.14693536033528,68.39098870119497,25.13074534085284
air_force_falcons,61.19354839,23.32258065,0.382090606,0.285178914,17.0,5.032258065,14.06451613,10.38709677,0.73853211,12.80645161,2.064516129,11.16129032,13.16129032,1.129032258,21.80645161,12.41935484,0.096774194,17.77419355,62.06451613,58.16129032,3.90322581,11.48387097,,10.0,3.966666667,681.1923077,0.0,679.3076923,,-0.064516129,619.1724138,-0.064516129,681.1923077,6.607036314930023,10.201576384888384,57.70156408616983,43.98333288074003,57.530343914955246,49.66700195279477
wyoming_cowgirls,57.51851852,22.59259259,0.394398638,0.303375774,21.25925926,6.62962963,14.03703704,10.55555556,0.75197889,13.25925926,2.296296296,5.296296296,12.96296296,0.888888889,28.40740741,11.62962963,0.037037037,11.44444444,62.37037037,58.59259259,3.77777778,11.96296296,,5.0,4.538461538,1706.125,-0.08,654.1304348,,-0.111111111,477.56,-0.111111111,1706.125,6.92831991328579,12.73544381656386,54.1582480401105,46.10188777397968,77.77222250810047,45.887997447701366
nevada_wolf_pack,60.80243924,25.66481771,0.422887413,0.325744286,18.3418135,6.066841421,16.83012737,12.02224126,0.7143286,14.11762916,3.627111225,7.674049883,14.40302448,0.573421975,26.19713247,11.91531341,0.096163539,15.93860462,69.41871811,64.43549599,4.98322212,14.36553607,,5.716145833,4.028190516,3188.680919,-0.050865668,530.4948287,,0.126784489,405.2607528,-0.050865668,3188.680919,7.905889982520697,11.781189542513527,44.56766110908414,52.548017810686126,70.14913263336913,35.65947965597186
san_jose_state_spartans,59.5,21.6,0.365750514,0.285890357,21.5,6.166666667,15.06666667,10.76666667,0.71460177,11.8,3.166666667,7.1,14.5,0.533333333,23.1,9.966666667,0.233333333,15.43333333,60.13333333,77.16666667,-17.03333334,5.833333333,,,4.034482759,679.4074074,-0.035714286,580.8518519,,-0.1,437.7241379,-0.1,679.4074074,4.214721259069931,10.269743967234456,,28.208326644190517,58.074902761479045,
new_mexico_lobos,62.26666667,28.23333333,0.45463758,0.347182581,26.93333333,9.333333333,14.0,10.56666667,0.754761905,16.23333333,4.3,8.166666667,13.6,0.3,28.1,8.766666667,0.166666667,13.06666667,76.36666667,68.63333333,7.73333334,16.06666667,,,4.103448276,3128.730769,-0.033333333,631.3103448,,0.1,460.6,-0.033333333,3128.730769,8.754451960213196,13.278521832886053,,58.14346413679109,82.11061809090768,
texas_am_corpus_christi_islanders,56.75862069,22.79310345,0.403785414,0.235887371,12.89655172,3.24137931,20.96551724,14.75862069,0.70394737,14.82758621,3.24137931,10.24137931,17.89655172,0.413793103,26.48275862,13.65517241,0.0,17.44827586,63.5862069,57.44827586,6.13793104,15.10344828,,5.0,4.392857143,687.12,-0.038461538,351.6818182,,-0.068965517,324.4615385,-0.068965517,687.12,8.251292135235447,12.265201965404348,31.365150140617956,54.8256112655473,74.01568089049391,21.578785814431498
southern_jaguars,62.75862069,22.96551724,0.364151939,0.240925648,16.24137931,4.0,16.20689655,9.862068966,0.608510638392395,9.586206897,2.068965517,12.03448276,15.44827586,0.827586207,19.62068966,13.51724138,0.172413793,21.0,59.79310345,63.13793103,-3.34482758,11.24137931,,7.5,4.285714286,1873.555556,0.0,362.8,,-0.310344828,493.8148148,-0.310344828,1873.555556,6.077279856095473,8.931497278345045,34.12808040381424,40.49010090801271,47.38427756714277,24.52549612086596
pittsburgh_panthers,61.10344828,22.82758621,0.373283799,0.286055413,14.93103448,4.379310345,18.51724138,11.65517241,0.62942272,11.79310345,5.137931034,6.793103448,18.55172414,0.827586207,28.44827586,15.5862069,0.137931035,17.37931034,61.68965517,64.82758621,-3.13793104,9.103448276,,5.0,4.0,1653.576923,-0.107142857,632.0357143,,0.137931035,427.9655172,-0.107142857,1653.576923,5.667185962566358,12.524647827265984,51.77715135775974,37.785927930400106,76.08827220748503,43.34851889916102
south_dakota_coyotes,59.86666667,26.46666667,0.44221571,0.330268094,19.2,6.333333333,14.0,10.53333333,0.752380952142857,14.23333333,3.366666667,9.0,10.46666667,0.133333333,24.26666667,9.866666667,0.066666667,15.2,69.8,53.06666667,16.73333333,22.63333333,,,4.103448276,2364.730769,-0.071428571,388.1851852,,0.1,445.4482759,-0.071428571,2364.730769,11.083644768235963,11.326138034857461,,73.5022401402617,66.5139395461321,
stephen_f_austin_ladyjacks,59.93103448,26.82758621,0.446572625,0.329808497,21.31034483,7.0,19.72413793,13.82758621,0.70104895,16.10344828,4.275862069,12.27586207,15.93103448,0.965517241,24.24137931,11.48275862,0.275862069,17.06896552,74.48275862,55.34482759,19.13793103,23.06896552,,,4.392857143,1042.56,-0.185185185,786.5384615,,-0.034482759,696.8214286,-0.185185185,1042.56,11.409202075442588,11.928199585880698,,75.64897601393298,71.3235269259086,
tcu_horned_frogs,58.07142857,21.53571429,0.372886606,0.284132877,19.32142857,5.357142857,17.21428571,11.89285714,0.69087137,13.21428571,2.5,6.75,16.89285714,0.464285714,25.75,9.142857143,0.071428571,18.42857143,60.32142857,73.42857143,-13.10714286,5.035714286,,10.0,4.481481481,2278.892857,-0.107142857,608.5925926,,0.142857143,423.5714286,-0.107142857,2278.892857,4.0354387798229245,10.83679874979259,51.10938303226637,27.026131923935,62.604837485259885,42.6363330603605
texas_southern_tigers,60.92,24.12,0.397715089,0.299974001,18.72,5.8,21.0,14.6,0.695238095238095,11.72,4.36,9.4,21.8,0.76,24.96,11.84,0.24,18.08,68.64,76.36,-7.72,8.36,,5.0,5.041666667,1713.75,0.0,803.4583333,,-0.32,548.8,-0.32,1713.75,5.122434887057939,11.39724632,65.647024544545,34.193820949146826,67.08199028818308,58.14096545955967
little_rock_trojans,58.85185185,23.74074074,0.404309623,0.294093842,13.85185185,4.037037037,14.11111111,9.37037037,0.66404199,13.37037037,3.296296296,7.703703704,15.66666667,0.555555556,24.55555556,12.0,0.111111111,17.66666667,60.88888889,57.51851852,3.37037037,12.11111111,,15.0,4.5,1510.090909,-0.04,335.7727273,,-0.037037037,302.08,-0.04,1510.090909,6.892426472080651,10.744037112631549,31.518957120563307,45.865205211005666,61.86380826879705,21.742823473667315
charleston_cougars,69.4,27.56666667,0.398041506,0.285063784,25.16666667,7.266666667,16.33333333,12.43333333,0.76122449,14.36666667,4.1,11.33333333,13.26666667,0.266666667,24.46666667,14.33333333,0.066666667,15.1,74.83333333,66.36666667,8.46666666,17.0,,5.0,4.24137931,414.3846154,0.0,394.76,,-0.066666667,354.2142857,-0.066666667,414.3846154,9.023053985541313,12.090242633998898,34.58734072107217,59.91463495909631,72.6180128433123,25.015304759262335
towson_tigers,67.46666667,27.0,0.398321587,0.325240271,22.16666667,7.033333333,19.13333333,13.43333333,0.70209059,13.73333333,4.666666667,8.166666667,14.26666667,0.366666667,29.16666667,15.73333333,0.633333333,15.73333333,74.46666667,61.06666667,13.4,19.56666667,,,4.24137931,835.5714286,0.0,240.5769231,,0.0,204.1071429,0.0,835.5714286,10.03645579027316,13.369672402146753,,66.5970406692539,82.83877724146402,
drexel_dragons,59.48387097,25.4516129,0.432896724,0.297079316,16.58064516,5.064516129,12.48387097,9.612903226,0.770025839669504,16.70967742,2.935483871,7.387096774,11.09677419,0.709677419,24.06451613,11.83870968,0.096774194,14.0,65.58064516,55.80645161,9.77419355,15.48387097,,7.5,4.133333333,739.48,-0.096774194,467.7666667,,0.225806452,394.3225806,-0.096774194,739.48,8.68078177564228,10.974185710052774,40.38588341883463,57.657680452820536,63.70235747983555,31.199545366924426
elon_phoenix,55.89655172,22.31034483,0.400981332,0.308695947,19.4137931,5.896551724,15.93103448,11.82758621,0.74242424,12.5862069,3.448275862,7.24137931,16.93103448,1.24137931,22.93103448,11.62068966,0.0,17.27586207,62.34482759,62.27586207,0.06896552,11.34482759,,5.0,4.357142857,1313.692308,0.0,245.1428571,,0.0,195.5862069,0.0,1313.692308,6.441095454173273,9.98280392954208,22.59797994275706,42.8891132431869,55.782673367835905,12.228455433520793
james_madison_dukes,58.27586207,22.20689655,0.385579805,0.287961516,18.51724138,5.206896552,19.0,13.93103448,0.733212341052632,9.172413793,2.551724138,5.931034483,15.72413793,0.482758621,27.03448276,12.93103448,0.310344828,16.44827586,63.55172414,64.5862069,-1.03448276,10.55172414,,5.0,4.142857143,1629.517241,0.0,252.5357143,,0.034482759,172.7931034,0.0,1629.517241,5.865453181424545,11.517724897545925,22.751751810962784,39.09330866452618,68.04443714285014,12.392455645512136
utsa_roadrunners,58.79310345,19.44827586,0.333066486,0.228872919,14.20689655,3.310344828,17.72413793,11.5862069,0.653696498287181,9.724137931,3.068965517,8.0,20.13793103,1.103448276,26.17241379,15.62068966,0.206896552,21.34482759,53.79310345,66.0,-12.20689655,4.655172414,,5.0,4.285714286,892.4,0.0,701.2142857,,-0.034482759,540.8275862,-0.034482759,892.4,3.6303557309585606,10.941991273841698,57.94005255575024,24.35500062519458,63.44517122730597,49.92135380547794
william_mary_tribe,53.33333333,20.92592593,0.392461749,0.318829833,18.92592593,6.0,11.33333333,8.518518519,0.751633987191657,13.85185185,1.777777778,7.518518519,19.48148148,1.037037037,23.18518519,8.703703704,0.0,15.66666667,56.37037037,63.85185185,-7.48148148,9.148148148,,7.5,4.5,527.1304348,0.0,226.96,,-0.037037037,166.0384615,-0.037037037,527.1304348,5.587032464373282,10.222209816603254,21.473885319387108,37.257393057545556,57.69517472437774,11.029590135972569
delaware_blue_hens,67.43333333,26.43333333,0.392698298,0.299660824,16.03333333,4.833333333,19.66666667,14.06666667,0.71525424,11.96666667,3.633333333,7.8,13.93333333,0.233333333,27.2,17.2,0.066666667,16.13333333,71.76666667,63.13333333,8.63333334,15.6,,5.0,4.275862069,875.4615385,0.034482759,510.0714286,,-0.166666667,378.2758621,-0.166666667,875.4615385,8.332307280013259,12.234013767134783,42.9225501714946,55.3598278650685,73.76653300097942,33.90494193940453
unc_wilmington_seahawks,54.44444444,19.96296296,0.36832178,0.306416612,14.92592593,4.555555556,12.88888889,9.407407407,0.729885057376734,10.11111111,2.074074074,7.037037037,17.44444444,1.222222222,20.40740741,11.03703704,0.037037037,17.2962963,53.88888889,68.2962963,-14.40740741,3.074074074,,5.0,4.615384615,816.3846154,0.0,281.84,,-0.037037037,239.2692308,-0.037037037,816.3846154,2.891111868038192,8.636036852424239,25.767782270607416,19.48040163818651,45.02398278778514,15.609101450272266
hofstra_pride,53.89285714,19.71428571,0.367852888,0.230862818,13.75,3.107142857,13.92857143,8.678571429,0.623076923043787,10.75,1.5,8.821428571,17.89285714,1.142857143,22.60714286,10.89285714,0.107142857,17.28571429,51.21428571,61.89285714,-10.67857143,5.964285714,,5.0,4.481481481,621.56,0.0,317.04,,-0.142857143,299.0,-0.142857143,621.56,4.087043714393204,9.995851929088017,28.74294329408153,27.366416604537076,55.88690771703295,18.782159333040287
buffalo_bulls,65.81818182,28.36363636,0.432543974,0.319618336,17.48484848,5.666666667,18.6969697,13.66666667,0.730956239930153,14.87878788,3.96969697,9.515151515,13.96969697,0.454545455,27.90909091,14.09090909,0.363636364,14.0,76.06060606,66.21212121,9.84848485,16.72727273,,5.0,3.84375,1105.266667,-0.151515152,345.84375,,0.090909091,374.7575758,-0.151515152,1105.266667,9.02070527981138,13.334661909484533,31.105658405677893,59.89914751422707,82.55909483460411,21.302033635786977
northeastern_huskies,57.14285714,23.28571429,0.409760097,0.277389642,17.46428571,4.821428571,13.85714286,9.964285714,0.719072164779573,11.46428571,2.392857143,7.964285714,18.07142857,0.714285714,24.25,11.32142857,0.0,18.25,61.35714286,60.82142857,0.53571429,11.17857143,,5.0,4.481481481,585.2916667,0.0,281.962963,,-0.035714286,277.8571429,-0.035714286,585.2916667,6.229849300342086,10.479704428517639,26.07890645244354,41.496148973714455,59.75217842062619,15.940920477849499
central_michigan_chippewas,58.46428571,21.78571429,0.373126389,0.270027213,24.35714286,6.642857143,13.25,9.464285714,0.714285714264151,11.28571429,2.25,5.821428571,16.60714286,0.928571429,25.28571429,10.67857143,0.0,17.32142857,59.67857143,72.10714286,-12.42857143,4.25,,,4.296296296,1169.0,0.0,318.2592593,,0.0,216.0357143,0.0,1169.0,3.5611586734230243,10.545434537755488,,23.898712891896214,60.277265437600455,
kent_state_golden_flashes,59.37931034,24.34482759,0.412457009,0.352860172,23.5862069,8.137931034,16.20689655,11.82758621,0.72978723,12.51724138,2.793103448,5.965517241,14.20689655,0.75862069,26.65517241,12.13793103,0.137931035,15.4137931,68.65517241,61.34482759,7.31034482,14.27586207,,,4.107142857,737.4814815,0.111111111,335.4583333,,0.0,316.1111111,0.0,737.4814815,7.701013493406811,11.550352446965475,,51.19705532538254,68.30508333368329,
