team,FGA_2,FGM_2,FGR_2,FGR_3,FGA_3,FGM_3,FTA,FTM,FTR,AST,BLK,STL,TOV,TOV_team,DREB,OREB,F_tech,F_personal,team_score,opponent_team_score,point_diff,largest_lead,notD1_incomplete,OT_length_min_tot,rest_days,attendance,tz_dif_H_E,prev_game_dist,home_away,home_away_NS,travel_dist,min,max
boise_state_broncos,59.4137931,23.48275862,0.393797844,0.259526761,15.17241379,4.068965517,17.20689655,11.03448276,0.64128257,13.68965517,3.862068966,5.586206897,16.06896552,0.482758621,27.34482759,12.89655172,0,16.62068966,62.06896552,65.17241379,-3.10344827,10.06896552,,5,4.035714286,862.8461538,-0.037037037,572.8333333,,0,471.8518519,-0.037037037,862.8461538
unlv_lady_rebels,60.84375,27.53125,0.45357862,0.359029573,18.25,6.53125,18.875,13.96875,0.740066225165563,15.15625,2.03125,6.96875,14.125,0.28125,28.4375,11.8125,0.28125,13.96875,75.5625,64.46875,11.09375,16.375,,,3.870967742,952.7037037,0,486.7096774,,0.1875,344.1875,0,952.7037037
fresno_state_bulldogs,60.5862069,25.27586207,0.419442252,0.361812295,20.62068966,7.482758621,15.24137931,11.31034483,0.74208145,13,2.24137931,6.413793103,11.65517241,0.655172414,26.24137931,9.75862069,0.137931035,14.44827586,69.34482759,69.13793103,0.20689656,11.03448276,,5,4.107142857,1039.791667,0,398.75,,-0.103448276,345.7777778,-0.103448276,1039.791667
air_force_falcons,61.19354839,23.32258065,0.382090606,0.285178914,17,5.032258065,14.06451613,10.38709677,0.73853211,12.80645161,2.064516129,11.16129032,13.16129032,1.129032258,21.80645161,12.41935484,0.096774194,17.77419355,62.06451613,58.16129032,3.90322581,11.48387097,,10,3.966666667,681.1923077,0,679.3076923,,-0.064516129,619.1724138,-0.064516129,681.1923077
wyoming_cowgirls,57.51851852,22.59259259,0.394398638,0.303375774,21.25925926,6.62962963,14.03703704,10.55555556,0.75197889,13.25925926,2.296296296,5.296296296,12.96296296,0.888888889,28.40740741,11.62962963,0.037037037,11.44444444,62.37037037,58.59259259,3.77777778,11.96296296,,5,4.538461538,1706.125,-0.08,654.1304348,,-0.111111111,477.56,-0.111111111,1706.125
nevada_wolf_pack,60.80243924,25.66481771,0.422887413,0.325744286,18.3418135,6.066841421,16.83012737,12.02224126,0.71432860,14.11762916,3.627111225,7.674049883,14.40302448,0.573421975,26.19713247,11.91531341,0.096163539,15.93860462,69.41871811,64.43549599,4.98322212,14.36553607,,5.716145833,4.028190516,3188.680919,-0.050865668,530.4948287,,0.126784489,405.2607528,-0.050865668,3188.680919
san_jose_state_spartans,59.5,21.6,0.365750514,0.285890357,21.5,6.166666667,15.06666667,10.76666667,0.71460177,11.8,3.166666667,7.1,14.5,0.533333333,23.1,9.966666667,0.233333333,15.43333333,60.13333333,77.16666667,-17.03333334,5.833333333,,,4.034482759,679.4074074,-0.035714286,580.8518519,,-0.1,437.7241379,-0.1,679.4074074
new_mexico_lobos,62.26666667,28.23333333,0.45463758,0.347182581,26.93333333,9.333333333,14,10.56666667,0.754761905,16.23333333,4.3,8.166666667,13.6,0.3,28.1,8.766666667,0.166666667,13.06666667,76.36666667,68.63333333,7.73333334,16.06666667,,,4.103448276,3128.730769,-0.033333333,631.3103448,,0.1,460.6,-0.033333333,3128.730769
texas_am_corpus_christi_islanders,56.75862069,22.79310345,0.403785414,0.235887371,12.89655172,3.24137931,20.96551724,14.75862069,0.70394737,14.82758621,3.24137931,10.24137931,17.89655172,0.413793103,26.48275862,13.65517241,0,17.44827586,63.5862069,57.44827586,6.13793104,15.10344828,,5,4.392857143,687.12,-0.038461538,351.6818182,,-0.068965517,324.4615385,-0.068965517,687.12
southern_jaguars,62.75862069,22.96551724,0.364151939,0.240925648,16.24137931,4,16.20689655,9.862068966,0.608510638392395,9.586206897,2.068965517,12.03448276,15.44827586,0.827586207,19.62068966,13.51724138,0.172413793,21,59.79310345,63.13793103,-3.34482758,11.24137931,,7.5,4.285714286,1873.555556,0,362.8,,-0.310344828,493.8148148,-0.310344828,1873.555556
pittsburgh_panthers,61.10344828,22.82758621,0.373283799,0.286055413,14.93103448,4.379310345,18.51724138,11.65517241,0.62942272,11.79310345,5.137931034,6.793103448,18.55172414,0.827586207,28.44827586,15.5862069,0.137931035,17.37931034,61.68965517,64.82758621,-3.13793104,9.103448276,,5,4,1653.576923,-0.107142857,632.0357143,,0.137931035,427.9655172,-0.107142857,1653.576923
south_dakota_coyotes,59.86666667,26.46666667,0.44221571,0.330268094,19.2,6.333333333,14,10.53333333,0.752380952142857,14.23333333,3.366666667,9,10.46666667,0.133333333,24.26666667,9.866666667,0.066666667,15.2,69.8,53.06666667,16.73333333,22.63333333,,,4.103448276,2364.730769,-0.071428571,388.1851852,,0.1,445.4482759,-0.071428571,2364.730769
stephen_f_austin_ladyjacks,59.93103448,26.82758621,0.446572625,0.329808497,21.31034483,7,19.72413793,13.82758621,0.70104895,16.10344828,4.275862069,12.27586207,15.93103448,0.965517241,24.24137931,11.48275862,0.275862069,17.06896552,74.48275862,55.34482759,19.13793103,23.06896552,,,4.392857143,1042.56,-0.185185185,786.5384615,,-0.034482759,696.8214286,-0.185185185,1042.56
tcu_horned_frogs,58.07142857,21.53571429,0.372886606,0.284132877,19.32142857,5.357142857,17.21428571,11.89285714,0.69087137,13.21428571,2.5,6.75,16.89285714,0.464285714,25.75,9.142857143,0.071428571,18.42857143,60.32142857,73.42857143,-13.10714286,5.035714286,,10,4.481481481,2278.892857,-0.107142857,608.5925926,,0.142857143,423.5714286,-0.107142857,2278.892857
texas_southern_tigers,60.92,24.12,0.397715089,0.299974001,18.72,5.8,21,14.6,0.695238095238095,11.72,4.36,9.4,21.8,0.76,24.96,11.84,0.24,18.08,68.64,76.36,-7.72,8.36,,5,5.041666667,1713.75,0,803.4583333,,-0.32,548.8,-0.32,1713.75
little_rock_trojans,58.85185185,23.74074074,0.404309623,0.294093842,13.85185185,4.037037037,14.11111111,9.37037037,0.66404199,13.37037037,3.296296296,7.703703704,15.66666667,0.555555556,24.55555556,12,0.111111111,17.66666667,60.88888889,57.51851852,3.37037037,12.11111111,,15,4.5,1510.090909,-0.04,335.7727273,,-0.037037037,302.08,-0.04,1510.090909
charleston_cougars,69.4,27.56666667,0.398041506,0.285063784,25.16666667,7.266666667,16.33333333,12.43333333,0.76122449,14.36666667,4.1,11.33333333,13.26666667,0.266666667,24.46666667,14.33333333,0.066666667,15.1,74.83333333,66.36666667,8.46666666,17,,5,4.24137931,414.3846154,0,394.76,,-0.066666667,354.2142857,-0.066666667,414.3846154
towson_tigers,67.46666667,27,0.398321587,0.325240271,22.16666667,7.033333333,19.13333333,13.43333333,0.70209059,13.73333333,4.666666667,8.166666667,14.26666667,0.366666667,29.16666667,15.73333333,0.633333333,15.73333333,74.46666667,61.06666667,13.40000000,19.56666667,,,4.24137931,835.5714286,0,240.5769231,,0,204.1071429,0,835.5714286
drexel_dragons,59.48387097,25.4516129,0.432896724,0.297079316,16.58064516,5.064516129,12.48387097,9.612903226,0.770025839669504,16.70967742,2.935483871,7.387096774,11.09677419,0.709677419,24.06451613,11.83870968,0.096774194,14,65.58064516,55.80645161,9.77419355,15.48387097,,7.5,4.133333333,739.48,-0.096774194,467.7666667,,0.225806452,394.3225806,-0.096774194,739.48
elon_phoenix,55.89655172,22.31034483,0.400981332,0.308695947,19.4137931,5.896551724,15.93103448,11.82758621,0.74242424,12.5862069,3.448275862,7.24137931,16.93103448,1.24137931,22.93103448,11.62068966,0,17.27586207,62.34482759,62.27586207,0.06896552,11.34482759,,5,4.357142857,1313.692308,0,245.1428571,,0,195.5862069,0,1313.692308
james_madison_dukes,58.27586207,22.20689655,0.385579805,0.287961516,18.51724138,5.206896552,19,13.93103448,0.733212341052632,9.172413793,2.551724138,5.931034483,15.72413793,0.482758621,27.03448276,12.93103448,0.310344828,16.44827586,63.55172414,64.5862069,-1.03448276,10.55172414,,5,4.142857143,1629.517241,0,252.5357143,,0.034482759,172.7931034,0,1629.517241
utsa_roadrunners,58.79310345,19.44827586,0.333066486,0.228872919,14.20689655,3.310344828,17.72413793,11.5862069,0.653696498287181,9.724137931,3.068965517,8,20.13793103,1.103448276,26.17241379,15.62068966,0.206896552,21.34482759,53.79310345,66,-12.20689655,4.655172414,,5,4.285714286,892.4,0,701.2142857,,-0.034482759,540.8275862,-0.034482759,892.4
william_mary_tribe,53.33333333,20.92592593,0.392461749,0.318829833,18.92592593,6,11.33333333,8.518518519,0.751633987191657,13.85185185,1.777777778,7.518518519,19.48148148,1.037037037,23.18518519,8.703703704,0,15.66666667,56.37037037,63.85185185,-7.48148148,9.148148148,,7.5,4.5,527.1304348,0,226.96,,-0.037037037,166.0384615,-0.037037037,527.1304348
delaware_blue_hens,67.43333333,26.43333333,0.392698298,0.299660824,16.03333333,4.833333333,19.66666667,14.06666667,0.71525424,11.96666667,3.633333333,7.8,13.93333333,0.233333333,27.2,17.2,0.066666667,16.13333333,71.76666667,63.13333333,8.63333334,15.6,,5,4.275862069,875.4615385,0.034482759,510.0714286,,-0.166666667,378.2758621,-0.166666667,875.4615385
unc_wilmington_seahawks,54.44444444,19.96296296,0.36832178,0.306416612,14.92592593,4.555555556,12.88888889,9.407407407,0.729885057376734,10.11111111,2.074074074,7.037037037,17.44444444,1.222222222,20.40740741,11.03703704,0.037037037,17.2962963,53.88888889,68.2962963,-14.40740741,3.074074074,,5,4.615384615,816.3846154,0,281.84,,-0.037037037,239.2692308,-0.037037037,816.3846154
hofstra_pride,53.89285714,19.71428571,0.367852888,0.230862818,13.75,3.107142857,13.92857143,8.678571429,0.623076923043787,10.75,1.5,8.821428571,17.89285714,1.142857143,22.60714286,10.89285714,0.107142857,17.28571429,51.21428571,61.89285714,-10.67857143,5.964285714,,5,4.481481481,621.56,0,317.04,,-0.142857143,299,-0.142857143,621.56
buffalo_bulls,65.81818182,28.36363636,0.432543974,0.319618336,17.48484848,5.666666667,18.6969697,13.66666667,0.730956239930153,14.87878788,3.96969697,9.515151515,13.96969697,0.454545455,27.90909091,14.09090909,0.363636364,14,76.06060606,66.21212121,9.84848485,16.72727273,,5,3.84375,1105.266667,-0.151515152,345.84375,,0.090909091,374.7575758,-0.151515152,1105.266667
northeastern_huskies,57.14285714,23.28571429,0.409760097,0.277389642,17.46428571,4.821428571,13.85714286,9.964285714,0.719072164779573,11.46428571,2.392857143,7.964285714,18.07142857,0.714285714,24.25,11.32142857,0,18.25,61.35714286,60.82142857,0.53571429,11.17857143,,5,4.481481481,585.2916667,0,281.962963,,-0.035714286,277.8571429,-0.035714286,585.2916667
central_michigan_chippewas,58.46428571,21.78571429,0.373126389,0.270027213,24.35714286,6.642857143,13.25,9.464285714,0.714285714264151,11.28571429,2.25,5.821428571,16.60714286,0.928571429,25.28571429,10.67857143,0,17.32142857,59.67857143,72.10714286,-12.42857143,4.25,,,4.296296296,1169,0,318.2592593,,0,216.0357143,0,1169
kent_state_golden_flashes,59.37931034,24.34482759,0.412457009,0.352860172,23.5862069,8.137931034,16.20689655,11.82758621,0.72978723,12.51724138,2.793103448,5.965517241,14.20689655,0.75862069,26.65517241,12.13793103,0.137931035,15.4137931,68.65517241,61.34482759,7.31034482,14.27586207,,,4.107142857,737.4814815,0.111111111,335.4583333,,0,316.1111111,0,737.4814815
depaul_blue_demons,75.4375,34.0625,0.45222203,0.346669091,25.0625,8.65625,15.0625,11.5,0.763485477178423,18.59375,3.5625,9.9375,13.84375,0.28125,25.15625,15.25,0,15.09375,88.28125,78.28125,10.00000,18.6875,,7.5,3.741935484,1508.413793,-0.09375,856.4193548,,0.125,683.8125,-0.09375,1508.413793
akron_zips,58,24.82142857,0.430873249,0.317646264,18.75,6,16.96428571,11.78571429,0.69473684,14.39285714,3.535714286,7.142857143,14.92857143,0.5,25.5,10.21428571,0.142857143,15.57142857,67.42857143,66.71428571,0.71428572,11.53571429,,,4.518518519,874.7692308,0,208.3076923,,-0.107142857,128.0740741,-0.107142857,874.7692308
toledo_rockets,60.06666667,26.2,0.438539651,0.315479257,21.36666667,6.733333333,17.86666667,13.23333333,0.74067164,14.3,3.2,6.233333333,12.73333333,0.466666667,29.5,11.8,0.066666667,15.86666667,72.36666667,60.1,12.26666667,17.13333333,,5,4.206896552,1964.037037,-0.133333333,372.8965517,,0,304.6333333,-0.133333333,1964.037037
utah_state_aggies,63.4,24.73333333,0.389824259,0.29044671,22.13333333,6.566666667,17.2,12.56666667,0.730620155232558,14.2,3.166666667,7,16.7,0.366666667,26.66666667,12.43333333,0.133333333,15.26666667,68.6,76.43333333,-7.83333333,5.433333333,,,4.068965517,891.1851852,0,781.7142857,,-0.066666667,500.0344828,-0.066666667,891.1851852
miami_oh_redhawks,64.31034483,25.93103448,0.403264275,0.288699307,20.68965517,6.034482759,12.82758621,9.482758621,0.7392473116733,13.55172414,2.689655172,9.689655172,17.79310345,0.379310345,24.4137931,12.62068966,0.034482759,20.86206897,67.37931034,72.17241379,-4.79310345,6.379310345,,,4.107142857,870.6538462,0,198.9642857,,-0.034482759,151.8965517,-0.034482759,870.6538462
western_michigan_broncos,57.3,23.23333333,0.405526767,0.316295246,22.33333333,7.166666667,16.66666667,11.4,0.6839999998632,12.36666667,2.933333333,8.933333333,15.06666667,0.8,24.96666667,8.566666667,0.066666667,16.26666667,65.03333333,63.06666667,1.96666666,12.4,,5,4.137931034,1008.346154,0,390.7692308,,-0.166666667,373.3928571,-0.166666667,1008.346154
bowling_green_falcons,58.76666667,26.36666667,0.4493862,0.376493012,20.73333333,7.866666667,17.03333333,12.1,0.710371820099877,15.13333333,1.733333333,9.133333333,15.43333333,0.566666667,25.36666667,9.2,0.166666667,16.86666667,72.7,69.06666667,3.63333333,12.86666667,,5,4.068965517,1316.384615,-0.206896552,304.037037,,0.066666667,325.9655172,-0.206896552,1316.384615
ball_state_cardinals,60.74193548,26.38709677,0.435593561,0.317858573,27.16129032,8.709677419,14.77419355,10.41935484,0.70524017,15.77419355,3.193548387,7.709677419,13.70967742,0.774193548,25.90322581,9.096774194,0,16.51612903,71.90322581,68.03225806,3.87096775,12.03225806,,5,4.1,1069.391304,-0.064516129,302.6333333,,0.032258065,288.2903226,-0.064516129,1069.391304
northern_illinois_huskies,61.86206897,24.86206897,0.404698762,0.320163802,23.10344828,7.344827586,13.34482759,9.586206897,0.718346253059385,11.82758621,1.551724138,6.344827586,15.10344828,0.689655172,29.37931034,12.31034483,0.24137931,13.06896552,66.65517241,69.24137931,-2.58620690,11.51724138,,5,4.285714286,713.8214286,0.034482759,441,,-0.034482759,267.4137931,-0.034482759,713.8214286
eastern_michigan_eagles,62.84615385,24.5,0.387183775,0.280612133,19.26923077,5.461538462,17.38461538,12,0.69026548690892,9.653846154,3.153846154,8.692307692,14.07692308,0.423076923,25.34615385,11.92307692,0.192307692,16.65384615,66.46153846,71.92307692,-5.46153846,9.923076923,,,4.64,878.2916667,0,333.5652174,,0,309.6,0,878.2916667
ohio_bobcats,64.31034483,26.13793103,0.409126989,0.329442305,26.93103448,8.827586207,18.89655172,12.75862069,0.67518248,12.62068966,2.551724138,9.689655172,13.20689655,0.482758621,25.75862069,11.79310345,0.068965517,16.06896552,73.86206897,71.10344828,2.75862069,12.13793103,,,4.285714286,917,0,431.0769231,,-0.034482759,308.8214286,-0.034482759,917
troy_trojans,73.67741935,28.32258065,0.385648796,0.259959742,19.80645161,5.322580645,23.5483871,17.32258065,0.735616438460874,14.87096774,4.870967742,10.74193548,16.87096774,0.129032258,32.09677419,18.93548387,0.322580645,19.09677419,79.29032258,68.12903226,11.16129032,18.06451613,,,3.933333333,1230.071429,-0.034482759,426.4074074,,-0.064516129,327.7241379,-0.064516129,1230.071429
coastal_carolina_chanticleers,62.29166667,26.375,0.421195395,0.298088228,17.20833333,5,20.33333333,14.125,0.694672131261422,13.5,3.125,8.333333333,19.16666667,0.708333333,29.375,16.75,0.125,19.20833333,71.875,60.875,11.000,19.54166667,,,5,519.6315789,0,452.6315789,,0.208333333,357.2380952,0,519.6315789
arkansas_state_red_wolves,65.78571429,27.71428571,0.420192356,0.327814223,22.35714286,7.392857143,20.46428571,14.75,0.720767888458101,14.42857143,2.107142857,9.142857143,14.85714286,0.357142857,25.82142857,13.67857143,0.107142857,19.53571429,77.57142857,73.03571429,4.53571428,14.75,,,4.185185185,758.65,0,551.8636364,,-0.107142857,387.8,-0.107142857,758.65
georgia_southern_eagles,68.15384615,28.42307692,0.416145271,0.300635978,19.88461538,6.076923077,21.53846154,15.15384615,0.70357143,13.34615385,3.961538462,10.53846154,19.15384615,0.769230769,29.53846154,16.80769231,0,18.96153846,78.07692308,68.46153846,9.61538462,16.88461538,,5,4.52,552,-0.041666667,504.6190476,,0.076923077,368.625,-0.041666667,552
georgia_lady_bulldogs,62.60714286,27.28571429,0.435545976,0.313505592,10.67857143,3.357142857,15.35714286,11.32142857,0.73720930,16.32142857,6.214285714,8.571428571,16.10714286,0.571428571,27,13.53571429,0.142857143,14.96428571,69.25,59.10714286,10.14285714,17.14285714,,5,4.148148148,3270.692308,0,425.1111111,,0.25,253.1785714,0,3270.692308
louisiana_ragin_cajuns,55.48,25.24,0.454799686,0.270057488,12.04,3.52,18.76,12.88,0.69,9.28,2.52,7.2,14.48,0.72,27.28,8.56,0.08,16,66.88,57.88,9.00,15.76,,5,4.875,586.2,0,276.5263158,,0.08,218.0454545,0,586.2
